Species,Accession,Rep ,Fruit_num,Date_collected,Diameter_mm,Height_mm,Diam_hgt_ratio,Fresh_weight_grams,notes
SCR,08,B,04,2020-08-06,13.96,15.35,0.91,1.4836,
SCR,08,B,05,2020-08-06,14.01,14.88,0.94,1.5061,"has brown lesion, should not be included in color analysis"
SCR,08,B,06,2020-09-01,14.45,15.64,0.92,1.7963,
SCR,08,B,07,2020-09-01,12.46,12.47,1.00,1.0232,
SCR,08,C,01,2020-07-07,16.05,16.26,0.99,2.2063,
SCR,08,C,02,2020-07-07,15.76,16.12,0.98,2.1229,
SCR,08,C,03,2020-07-27,14.80,15.23,0.97,1.8214,
SCR,08,C,04,2020-07-27,15.03,14.93,1.01,1.8376,
SCR,08,C,05,2020-07-27,13.98,13.37,1.05,1.3249,
SCR,08,C,06,2020-09-06,15.23,14.51,1.05,1.7917,
SCR,09,B,01,2020-09-12,10.48,9.19,1.14,0.5383,"brown calyx, still quite firm, cluster stem seemed brown and dead, need a bit of force to pull fruit off plant"
SCR,09,B,02,2020-09-12,10.16,9.58,1.06,0.5368,"brown calyx, still quite firm, cluster stem seemed brown and dead, need a bit of force to pull fruit off plant"
SCR,09,B,03,2020-09-13,10.07,8.61,1.17,0.4643,
SG,15,A,01,2020-07-30,8.15,7.68,1.06,0.2689,
SG,15,A,02,2020-08-05,8.75,8.64,1.01,0.3502,
SG,15,A,03,2020-08-05,8.86,8.65,1.02,0.3778,
SG,15,A,04,2020-08-05,8.37,7.85,1.07,0.2928,
SG,15,A,05,2020-09-01,7.64,7.95,0.96,0.2553,brown calyx
SG,15,B,01,2020-08-06,7.72,7.43,1.04,0.2439,
SG,15,B,02,2020-08-13,9.35,9.18,1.02,0.4362,
SG,15,B,03,2020-08-20,9.27,8.94,1.04,0.4089,
SG,15,B,04,2020-08-20,9.08,9.01,1.01,0.4133,
SG,15,B,05,2020-09-05,8.89,8.74,1.02,0.3979,
SG,15,C,01,2020-07-27,8.48,8.88,0.95,0.3538,
SG,15,C,02,2020-08-07,8.07,8.25,0.98,0.2828,
SG,15,C,03,2020-08-07,8.02,7.91,1.01,0.2814,
SG,15,C,04,2020-08-28,9.29,8.99,1.03,0.4096,
SG,15,C,05,2020-08-28,9.01,8.79,1.03,0.3867,
SG,23,A,01,2020-08-05,10.42,9.48,1.10,0.5631,
SG,23,A,02,2020-08-05,9.32,8.37,1.11,0.3801,
SG,23,A,03,2020-08-11,10.03,9.58,1.05,0.5479,
SG,23,A,04,2020-08-11,9.85,8.80,1.12,0.4893,
SG,23,A,05,2020-08-13,10.59,9.87,1.07,0.5784,
SG,23,A,06,2020-08-13,9.81,9.39,1.04,0.4933,
SG,23,B,01,2020-07-20,9.65,8.54,1.13,0.4167,
SG,23,B,02,2020-07-30,9.18,8.39,1.09,0.3915,
SG,23,B,03,2020-08-06,10.06,9.25,1.09,0.5378,
SG,23,B,04,2020-08-06,9.52,8.94,1.06,0.4615,
SG,23,B,05,2020-09-08,9.81,9.44,1.04,0.5128,
SG,23,C,01,2020-07-23,10.44,9.97,1.05,0.6001,
SG,23,C,02,2020-08-06,9.69,8.65,1.12,0.4344,
SG,23,C,03,2020-08-06,9.95,9.31,1.07,0.5279,
SG,23,C,04,2020-08-06,9.41,8.38,1.12,0.3961,
SG,23,C,05,2020-09-06,8.72,8.22,1.06,0.3504,
SG,30,A,01,2020-06-30,10.56,10.07,1.05,0.6538,
SG,30,A,02,2020-06-30,10.73,9.97,1.08,0.7050,
SG,30,A,03,2020-06-30,10.89,9.80,1.11,0.6491,
SG,30,A,04,2020-08-05,10.94,10.18,1.07,0.6479,
SG,30,A,05,2020-08-05,11.07,10.27,1.08,0.6738,
SG,30,B,01,2020-07-30,9.76,9.25,1.06,0.4815,
SG,30,B,02,2020-07-30,10.29,9.27,1.11,0.5513,
SG,30,B,03,2020-07-30,10.26,9.59,1.07,0.5668,
SG,30,B,04,2020-08-05,10.50,9.88,1.06,0.6080,
SG,30,B,05,2020-08-05,11.12,10.38,1.07,0.7099,
SG,30,C,01,2020-06-30,11.78,10.48,1.12,0.8669,
SG,30,C,02,2020-07-27,11.00,9.51,1.16,0.6637,
SG,30,C,03,2020-07-27,12.02,10.87,1.11,0.8646,
SG,30,C,04,2020-07-27,11.34,10.13,1.12,0.7203,
SG,30,C,05,2020-08-28,11.07,10.92,1.01,0.7789,brown calyx
SH,01,A,01,2020-08-20,17.04,14.27,1.19,2.2161,
SH,01,A,02,2020-09-06,16.17,13.41,1.21,1.7536,
SH,01,A,03,2020-09-12,14.98,12.82,1.17,1.5531,
SH,01,A,04,2020-09-12,17.91,14.94,1.20,2.5349,
SH,01,A,05,2020-09-12,18.79,15.79,1.19,2.9125,
SH,01,B,01,2020-09-01,22.07,18.27,1.21,4.6738,
SH,01,B,02,2020-09-06,18.74,15.03,1.25,2.8005,
SH,01,B,03,2020-09-12,21.39,17.81,1.20,4.3399,
SH,01,B,04,2020-09-15,22.06,18.68,1.18,4.8455,"slightly soft to touch, calyx yellow-green with brown tips, came off plant with easy tug"
SH,01,B,05,2020-09-15,21.61,18.58,1.16,4.6215,"slightly soft to touch, calyx yellow-green with brown tips, came off plant with easy tug"
SH,01,C,01,2020-08-10,22.45,19.03,1.18,5.0809,
SH,01,C,03,2020-08-11,21.89,18.38,1.19,4.6001,
SH,01,C,04,2020-08-11,23.49,19.81,1.19,5.4888,
SH,01,C,05,2020-08-28,23.31,19.64,1.19,5.5129,
SH,01,C,06,2020-08-28,20.61,18.43,1.12,4.4192,
SH,02,A,01,2020-09-01,15.53,13.63,1.14,1.7882,found on ground
SH,02,A,04,2020-09-15,13.13,12.13,1.08,1.0849,"found on ground, brown shriveled calyx, slightly soft to touch"
SH,02,A,05,2020-09-15,11.41,10.48,1.09,0.7035,"found on ground, brown shriveled calyx, slightly soft to touch"
SH,02,A,06,2020-09-15,12.35,10.83,1.14,0.8969,"picked off plant, yellow-green calyx with brown tips, firm or barely soft to touch"
SH,02,B,01,2020-08-23,13.02,11.58,1.12,1.0841,
SH,02,B,02,2020-08-23,14.63,12.85,1.14,1.4477,
SH,02,B,03,2020-08-26,15.61,13.51,1.16,1.7658,
SH,02,B,04,2020-08-26,12.27,10.91,1.12,0.9023,
SH,02,B,05,2020-08-30,13.51,12.28,1.10,1.1785,
SH,02,B,07,2020-09-01,13.88,12.34,1.12,1.2645,found on ground with brown calyx. seeds brown and mature.
SH,02,B,08,2020-09-08,13.17,11.45,1.15,1.0766,found on ground with shriveled brown calyx
SH,02,B,09,2020-09-08,15.61,13.95,1.12,1.9404,found on ground with shriveled brown calyx
SH,02,B,10,2020-09-08,15.89,14.01,1.13,1.9806,found on ground with shriveled brown calyx
SH,02,B,11,2020-09-15,12.44,10.52,1.18,0.8425,found on ground with shriveled brown calyx
SH,02,C,01,2020-08-26,13.11,11.64,1.13,1.0449,may not be fully ripe since seeds not yet brown
SH,02,C,02,2020-09-08,11.01,9.65,1.14,0.6226,
SH,02,C,03,2020-09-15,13.28,11.85,1.12,1.1134,"picked off plant, still quite firm, green-yellow calyx with brown tips"
SH,02,C,04,2020-09-15,13.67,11.89,1.15,1.1922,"picked off plant, still quite firm, green-yellow calyx with brown tips"
SH,02,C,05,2020-09-15,13.31,11.58,1.15,1.0678,"picked off plant, still quite firm, green-yellow calyx with brown tips"
SH,02,C,06,2020-09-15,11.13,9.66,1.15,0.6602,"picked off plant, still quite firm, green-yellow calyx with brown tips"
SH,05,A,01,2020-08-23,16.79,14.71,1.14,2.2399,
SH,05,A,02,2020-09-01,15.82,13.79,1.15,1.8574,green-yellow calyx. fell off at touch. brown seeds. ever so slightly soft.
SH,05,A,03,2020-09-01,14.45,12.34,1.17,1.3844,green-yellow calyx. brown seeds. ever so slightly soft.
SH,05,A,04,2020-09-08,16.34,14.55,1.12,2.1255,"green-yellow calyx, fell off at touch, slightly soft"
SH,05,A,05,2020-09-08,15.64,13.28,1.18,1.7444,"green-yellow calyx, fell off at touch, slightly soft"
SH,05,B,01,2020-09-01,10.07,8.61,1.17,0.4502,brown calyx. attached to a brown dead-looking stem still attached to plant. brown seeds but only a few seeds look to be full size. 
SH,05,B,02,2020-09-15,12.87,11.21,1.15,1.0362,"fully brown calyx, soft to touch, found on ground"
SH,05,B,04,2020-09-15,14.05,12.09,1.16,1.2656,unripe
SH,05,B,05,2020-09-15,13.78,12.04,1.14,1.2267,"not ripe. Has 3 green streaks on bottom of fruit, does it have 3 locules?"
SH,05,C,01,2020-09-05,16.11,13.63,1.18,1.8886,
SH,05,C,02,2020-09-05,16.41,13.75,1.19,2.0163,
SH,05,C,03,2020-09-05,14.38,12.43,1.16,1.3942,
SH,05,C,04,2020-09-08,16.69,13.95,1.20,2.0469,"green calyx, picked off plant fairly easily but did not fall off at touch, slightly soft, some purple coloration"
SH,05,C,05,2020-09-12,15.41,13.32,1.16,1.6572,
SHY,01,B,01,2020-08-26,13.51,13.76,0.98,1.2819,
SHY,01,B,02,2020-08-26,13.25,13.19,1.00,1.2374,
SHY,01,B,03,2020-09-01,12.92,12.41,1.04,1.0891,
SHY,01,B,04,2020-09-05,13.81,14.45,0.96,1.5045,
SHY,01,B,05,2020-09-08,12.76,13.64,0.94,1.2043,"brown-yellow calyx, slight soft, did not fall off at touch"
SHY,01,B,06,2020-09-08,15.65,16.32,0.96,2.1452,"yellow-green calyx, barely soft, did not fall off at touch"
SHY,01,B,07,2020-09-08,13.13,13.73,0.96,1.3542,"yellow-green calyx, slightly soft, 3 seeds starting to ooze out a crack in side of fruit"
SHY,01,C,01,2020-09-08,13.52,13.58,1.00,1.3089,yellow-green calyx with brown tips
SHY,01,C,02,2020-09-12,14.79,13.21,1.12,1.5499,
SHY,01,C,03,2020-09-15,14.61,13.76,1.06,1.6245,
SHY,01,C,04,2020-09-15,12.99,12.47,1.04,1.1234,
SHY,01,C,05,2020-09-15,13.74,13.76,1.00,1.4415,
SHY,02,A,01,2020-08-13,14.33,12.45,1.15,1.3416,
SHY,02,A,02,2020-08-13,13.07,11.38,1.15,1.0206,
SHY,02,A,03,2020-08-20,13.02,11.31,1.15,1.0866,
SHY,02,A,04,2020-08-20,11.91,10.31,1.16,0.8196,
SHY,02,A,05,2020-09-01,12.57,10.41,1.21,0.8991,
SHY,02,A,06,2020-09-01,11.92,10.19,1.17,0.7962,
SHY,02,B,01,2020-08-11,17.93,14.97,1.20,2.4141,
SHY,02,B,02,2020-08-11,17.56,14.58,1.20,2.3082,
SHY,02,B,03,2020-08-13,17.63,14.78,1.19,2.3923,
SHY,02,B,04,2020-08-13,17.69,15.13,1.17,2.4691,
SHY,02,B,05,2020-08-20,16.35,13.81,1.18,1.9437,
SHY,02,B,06,2020-08-23,15.11,12.69,1.19,1.5449,
SHY,02,B,07,2020-08-23,16.11,13.41,1.20,1.8241,
SHY,02,C,01,2020-09-15,15.09,14.37,1.05,1.6775,"mostly white, developed in shade under leaves"
SHY,02,C,02,2020-09-15,12.73,12.51,1.02,1.0778,"mostly white, developed in shade under leaves"
SHY,02,C,03,2020-09-15,12.81,12.62,1.02,1.0629,"mostly white, developed in shade under leaves"
SHY,02,C,04,2020-09-15,13.05,10.76,1.21,0.9127,developed in sun so had some purpling
SHY,02,C,05,2020-09-15,12.72,11.07,1.15,0.9022,developed in sun so had some purpling
SHY,03,A,01,2020-07-22,19.43,14.65,1.33,2.8316,may not be fully ripe since most seeds green
SHY,03,A,02,2020-07-22,19.56,14.56,1.34,2.8195,may not be fully ripe since most seeds green
SHY,03,A,03,2020-08-13,20.26,15.42,1.31,3.1917,
SHY,03,A,04,2020-08-13,19.37,15.08,1.28,3.0699,
SHY,03,A,05,2020-09-05,17.61,13.55,1.30,2.2719,
SHY,03,A,06,2020-09-08,17.02,13.57,1.25,2.1208,"green-yellow calyx with brown tips, still quite firm to touch, came off plant with a slight tug"
SHY,03,A,07,2020-09-12,17.64,13.29,1.33,2.1742,"quite firm, took some force to pull off plant, purple coloration on top of fruit"
SHY,03,B,01,2020-07-30,16.40,14.33,1.14,2.1607,
SHY,03,B,02,2020-07-30,19.22,16.06,1.20,3.0986,
SHY,03,B,03,2020-08-06,18.42,15.55,1.18,2.7474,
SHY,03,B,04,2020-08-06,19.13,16.17,1.18,3.2165,
