Sample_name,Species,Accession,Sp_ac,Rep ,Fruit_num,Clr_cat,Phylo_pos,Seed_source,Date_started,Date_planted,Date_first_flower,Days_first_flower,Date_first_ripe_fruit,Days_ripe_fruit,Days_flow_to_fruit,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Scanned_date,Pericarp_frozen_date,Frozen_in,Frozen_method,Ripeness,Include_in_analysis,Notes,Scanned_date,Image_scan_file_name,Perimeter_inside,Area_inside,Width Mid-height_inside,Maximum Width_inside,Height Mid-width_inside,Maximum Height_inside,Curved Height_inside,Lobedness Degree_inside,Tomato Pericarp Area_inside,Tomato Pericarp Area Ratio_inside,Tomato Pericarp Thickness_inside,Tomato Pericarp Thickness Ratio_inside,Average Red_inside,Average Green_inside,Average Blue_inside,Average Luminosity_inside,Average L Value_inside,Average a Value_inside,Average b Value_inside,Average Hue_inside,Average Chroma_inside,Perimeter_outside,Area_outside,Width Mid-height_outside,Maximum Width_outside,Height Mid-width_outside,Maximum Height_outside,Curved Height_outside,Lobedness Degree_outside,Tomato Pericarp Area_outside,Tomato Pericarp Area Ratio_outside,Tomato Pericarp Thickness_outside,Tomato Pericarp Thickness Ratio_outside,Average Red_outside,Average Green_outside,Average Blue_outside,Average Luminosity_outside,Average L Value_outside,Average a Value_outside,Average b Value_outside,Average Hue_outside,Average Chroma_outside
SA-09-C-05,SA,09,SA-09,C,05,grn,6,tgrc,2020-03-03,2020-05-04,2020-04-16,44,2020-06-23,112,68,2020-08-07,17.49,14.76,1.18,2.3205,166,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,sa-09-c-05-400dpi.tmt,874.8793,55065,253,254,269,269,283.9149,1.2359,15097,0.2742,18.3527,0.2055,99.611,99.946,69.9206,81.3998,40.5297,-3.4698,17.1529,101.436,17.5003,899.524,50927,243,246,252,254,269.4023,1.388,22731,0.4463,28.442,0.2058,122.7933,117.6308,100.8,105.2711,47.9877,0.5263,10.5719,87.1498,10.585
SA-18-A-01,SA,18,SA-18,A,01,grn,6,tgrc,2020-03-03,2020-05-15,2020-05-18,76,2020-07-30,149,73,2020-07-30,15.03,13.96,1.08,1.7506,59,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,sa-18-a-01-400dpi.tmt,763.2813,41712,233,233,224,224,250.6832,0.7605,10835,0.2598,15.0708,0.206,99.5702,104.6802,62.6028,78.8949,41.7841,-7.4003,22.9395,107.8796,24.1036,633.725,26384,168,173,194,200,234.1522,3.7792,11868,0.4498,21.053,0.1916,90.0625,100.627,63.754,77.697,39.7203,-9.0338,19.4801,114.8792,21.4729
SA-18-A-02,SA,18,SA-18,A,02,grn,6,tgrc,2020-03-03,2020-05-15,2020-05-18,76,2020-07-30,149,73,2020-07-30,14.4,13.98,1.03,1.6209,61,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,sa-18-a-02-400dpi.tmt,752.0092,40458,227,229,225,226,249.175,0.6565,11847,0.2928,16.9178,0.2026,113.0813,112.9536,71.3255,87.583,45.4532,-5.1976,23.249,102.602,23.823,768.6539,35030,205,215,206,208,246.4681,1.7705,15719,0.4487,23.178,0.2049,93.6742,94.2418,60.8291,74.2527,38.004,-3.9969,18.789,102.0094,19.2094
SA-18-A-03,SA,18,SA-18,A,03,grn,6,tgrc,2020-03-03,2020-05-15,2020-05-18,76,2020-07-30,149,73,2020-07-30,13.23,13.74,0.96,1.4093,69,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,sa-18-a-03-400dpi.tmt,732.9382,37615,221,222,217,217,240.7915,0.6102,7788,0.207,11.1505,0.1991,108.3269,108.223,61.0892,80.3465,43.5406,-5.7723,26.1781,102.4347,26.8069,740.7544,32210,201,210,192,195,249.6835,1.6823,14471,0.4493,22.0158,0.199,97.802,100.3209,62.9764,77.6947,40.0855,-5.5142,20.5726,105.0046,21.2987
SA-18-A-04,SA,18,SA-18,A,04,grn,6,tgrc,2020-03-03,2020-05-15,2020-05-18,76,2020-07-30,149,73,2020-08-05,15.55,14.47,1.07,1.8631,68,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sa-18-a-04-400dpi.tmt,779.6661,43245,230,231,239,240,276.8112,0.9133,5805,0.1342,7.6698,0.1957,98.5128,102.632,61.448,77.4917,41.0944,-6.7913,22.5894,106.733,23.5881,674.7128,29564,186,187,199,209,234.3479,3.348,13291,0.4496,22.1688,0.1989,93.7123,99.6527,63.0815,77.6323,39.7108,-6.9914,19.8802,109.3755,21.0737
SA-18-A-05,SA,18,SA-18,A,05,grn,6,tgrc,2020-03-03,2020-05-15,2020-05-18,76,2020-07-30,149,73,2020-08-05,13.35,13.16,1.01,1.3005,57,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sa-18-a-05-400dpi.tmt,714.4113,36444,212,212,216,216,237.2733,0.5359,7599,0.2085,11.1537,0.2028,109.3389,107.947,58.2221,79.4182,43.5158,-5.4884,27.6879,101.2121,28.2266,701.0975,30123,192,198,190,191,239.397,1.4524,13528,0.4491,21.6559,0.2031,97.2806,100.7349,61.7099,77.2453,40.2394,-6.2142,21.4366,106.1661,22.3191
SA-18-B-01,SA,18,SA-18,B,01,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-23,133,71,2020-07-23,15.36,14.93,1.03,1.9669,84,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,sa-18-b-01-400dpi.tmt,820.1097,46976,249,249,237,239,260.4155,0.8952,12148,0.2586,15.7268,0.2008,110.0808,110.455,67.1798,84.3426,44.3993,-5.553,24.0501,103.0014,24.6828,621.926,24722,158,175,196,207,240.4453,6.1409,11133,0.4503,20.0182,0.1962,117.9825,118.3186,76.6855,92.8151,47.3581,-5.5659,23.1786,103.5028,23.8375
SA-18-B-02,SA,18,SA-18,B,02,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-23,133,71,2020-07-23,15.71,15.16,1.04,2.0078,61,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,sa-18-b-02-400dpi.tmt,820.6367,46523,243,243,242,242,272.1544,0.4444,11277,0.2424,14.5383,0.2058,101.0805,104.1077,63.4637,79.1954,41.7582,-6.2844,22.4416,105.6441,23.3049,815.7666,38459,231,231,215,215,259.6998,1.4707,17224,0.4479,23.6503,0.1991,96.8108,98.7097,62.1938,76.4597,39.6217,-5.1358,20.3219,104.183,20.9609
SA-18-B-03,SA,18,SA-18,B,03,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-23,133,71,2020-08-06,15.42,14.52,1.06,1.8576,36,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,sa-18-b-03-400dpi.tmt,778.4945,42791,228,229,235,237,261.5291,1.3293,11101,0.2594,15.1618,0.1974,98.6753,105.1301,61.9687,78.7178,41.8783,-8.1416,23.3429,109.2279,24.722,820.6367,36633,221,233,210,213,255.0648,1.5245,16406,0.4478,22.405,0.1991,90.7225,95.9045,61.9203,74.893,38.3041,-6.1559,18.5254,108.3814,19.5214
SA-18-B-04,SA,18,SA-18,B,04,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-23,133,71,2020-08-06,14.57,14.76,0.99,1.8164,20,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,sa-18-b-04-400dpi.tmt,792.9798,44030,231,233,240,240,268.8363,0.8928,9082,0.2063,11.969,0.1991,99.2299,103.7082,64.8298,79.3941,41.5311,-6.6985,21.3128,107.4475,22.3407,839.0092,38088,215,219,220,221,260.8845,1.5558,17080,0.4484,22.9383,0.2047,93.4524,95.9118,64.4479,76.4318,38.5246,-4.6181,17.453,104.8208,18.0536
SA-18-B-05,SA,18,SA-18,B,05,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-23,133,71,2020-08-06,14.24,13.45,1.06,1.5169,37,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,sa-18-b-05-400dpi.tmt,742.796,39514,223,225,222,223,246.1838,1.0774,9614,0.2433,13.6822,0.2063,104.0326,108.5957,65.1748,81.9871,43.3387,-7.4011,23.6603,107.3701,24.7909,795.6661,33555,211,215,202,203,252.2211,1.2517,15035,0.4481,21.2507,0.1991,92.3873,97.6497,62.1256,75.7765,38.8913,-6.4306,19.3096,108.4191,20.3522
SA-18-C-01,SA,18,SA-18,C,01,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-27,137,75,2020-07-27,13.93,13.32,1.05,1.4317,51,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,sa-18-c-01-400dpi.tmt,731.0387,38203,230,231,211,212,234.2417,1.511,9937,0.2601,14.4736,0.1957,107.3869,109.5608,63.2292,81.9391,43.9009,-6.692,25.4555,104.7293,26.3204,741.8255,33509,204,206,203,210,245.9315,0.9557,15043,0.4489,22.856,0.197,88.4487,94.0083,62.1621,73.8197,37.4552,-5.9882,17.2782,109.115,18.2865
SA-18-C-02,SA,18,SA-18,C,02,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-27,137,75,2020-07-27,13.47,13.67,0.99,1.4516,68,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,sa-18-c-02-400dpi.tmt,736.997,38522,227,228,212,212,219.6253,1.3936,8708,0.2261,12.4152,0.2026,108.1151,111.384,68.0526,84.8012,44.5302,-6.8614,23.745,106.1173,24.7165,623.3818,26311,173,180,201,202,223.6735,2.4201,11850,0.4504,21.2722,0.2081,96.4575,102.8157,62.1055,78.0948,40.9013,-7.6892,21.9855,109.2767,23.2913
SA-18-C-03,SA,18,SA-18,C,03,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-27,137,75,2020-08-07,16.01,15.03,1.07,2.1267,92,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,sa-18-c-03-400dpi.tmt,819.0214,48428,248,249,250,250,274.7565,0.4216,14147,0.2921,18.501,0.1976,102.5597,106.9257,66.5073,81.8935,42.7515,-6.893,22.117,107.3103,23.1662,849.4651,40265,225,226,225,228,257.3707,0.999,18020,0.4475,23.7508,0.2044,96.5149,101.9673,67.2038,79.902,40.6245,-6.4871,18.8549,108.9859,19.9397
SA-18-C-04,SA,18,SA-18,C,04,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-27,137,75,2020-08-07,13.12,12.46,1.05,1.1105,38,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,sa-18-c-04-400dpi.tmt,679.2397,32955,209,210,201,201,220.7762,0.8122,9702,0.2944,15.2982,0.201,110.3333,112.0916,64.2041,83.5194,44.8667,-6.7845,26.2899,104.4703,27.1512,702.0854,30671,195,200,191,192,220.5151,1.502,13778,0.4492,22.0808,0.2051,100.8817,96.0306,67.5189,79.4193,39.2398,-0.9595,16.7869,93.2715,16.8143
SA-18-C-05,SA,18,SA-18,C,05,grn,6,tgrc,2020-03-12,2020-05-15,2020-05-13,62,2020-07-27,137,75,2020-08-28,13.38,12.91,1.04,1.2839,54,2020-08-28,2020-08-28,foil,liquid nitrogen,ripe,include,,2020-08-28,sa-18-c-05-400dpi.tmt,712.0681,34836,207,208,210,210,228.7117,0.7076,10258,0.2945,15.4008,0.2029,105.0917,105.7849,63.2481,80.1027,42.5841,-5.5299,23.6739,103.1478,24.3112,785.8671,30221,197,199,187,200,257.3654,1.4791,13586,0.4496,19.3957,0.2071,90.1722,89.6469,63.958,73.6317,36.352,-2.3372,14.7173,99.0236,14.9017
SC-01-A-01,SC,01,SC-01,A,01,roy,3,,,,,,,,,2020-06-30,8.24,7.08,1.16,0.2629,8,2020-06-30,2020-06-30,2_ml_tube,liquid nitrogen,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-06-30,sc-01-a-01-400dpi.tmt,419.2325,12742,125,125,129,129,151.6274,1.1,5269,0.4135,13.9139,0.2016,143.4703,118.7412,55.8069,93.7764,49.7223,3.6824,36.6584,84.2637,36.8429,395.4163,10855,116,118,128,132,159.5269,3.0574,4975,0.4583,14.0913,0.1913,138.9678,121.3184,94.2307,109.7376,50.3588,3.9705,17.942,77.5218,18.3761
SC-01-B-01,SC,01,SC-01,B,01,roy,3,,,,,,,,,2020-07-03,7.71,7.09,1.09,0.2486,8,2020-07-03,2020-07-03,2_ml_tube,liquid nitrogen,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-03,sc-01-b-01-400dpi.tmt,421.0315,12557,125,127,127,128,148.7696,1.6718,5416,0.4313,14.3254,0.208,135.726,108.3958,52.7622,88.6892,46.1067,5.8582,33.9431,80.2078,34.4449,400.1615,10763,112,114,123,124,149.3554,3.2202,4922,0.4573,13.9076,0.2054,125.8462,104.8313,68.8144,91.5982,44.1802,5.0033,23.3943,77.9281,23.9233
SC-01-B-02,SC,01,SC-01,B,02,roy,3,,,,,,,,,2020-07-14,9.26,8.36,1.11,0.3804,17,2020-07-14,2020-07-14,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-14,sc-01-b-02-400dpi.tmt,481.4163,16558,149,150,141,143,163.9697,2.522,6586,0.3978,15.113,0.2013,145.5966,118.8148,66.75,99.9238,50.0423,5.4565,31.9733,80.3153,32.4355,514.3452,17507,161,161,139,142,181.9424,2.6681,7935,0.4532,17.3403,0.1988,118.0089,97.1434,66.721,86.9292,41.1268,5.8932,20.2931,73.8064,21.1315
SC-01-C-01,SC,01,SC-01,C,01,roy,3,,,,,,,,,2020-06-26,9.22,8.64,1.07,0.4106,27,2020-06-26,2020-06-26,2_ml_tube,liquid nitrogen,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-06-26,sc-01-c-01-400dpi.tmt,491.7595,17413,148,148,149,149,161.9565,0.4888,7890,0.4531,18.0748,0.1959,128.9078,110.3074,60.526,89.1413,46.0161,2.2525,29.8612,85.6862,29.946,545.7595,17954,152,152,147,149,182.021,3.2677,8131,0.4529,16.8566,0.2039,112.7853,97.9348,72.6771,87.2697,40.8871,3.855,16.5357,76.877,16.9791
SC-01-C-02,SC,01,SC-01,C,02,roy,3,,,,,,,,,2020-06-26,8.3,7.52,1.10,0.3029,14,2020-06-26,2020-06-26,2_ml_tube,liquid nitrogen,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-06-26,sc-01-c-02-400dpi.tmt,432.8183,13302,133,133,124,126,145.2843,1.6291,5712,0.4294,14.7114,0.2105,144.5339,118.288,62.8953,97.6075,49.7009,4.8058,33.508,81.8382,33.8509,468.1615,14972,149,149,126,126,170.1697,2.8942,6819,0.4555,16.4816,0.2013,121.4152,101.2545,71.1202,90.5973,42.6794,5.4502,19.9633,74.7298,20.6939
SC-01-C-03,SC,01,SC-01,C,03,roy,3,,,,,,,,,2020-06-30,7.84,6.98,1.12,0.2468,9,2020-06-30,2020-06-30,2_ml_tube,liquid nitrogen,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-06-30,sc-01-c-03-400dpi.tmt,408.1026,11748,126,127,123,125,149.4265,1.248,5371,0.4572,14.7562,0.1984,136.1059,109.5795,47.3644,86.3392,46.4357,4.8654,36.9806,82.5048,37.2993,390.3625,10936,118,119,115,115,136.0417,1.3937,5010,0.4581,14.5265,0.1949,124.4061,101.7081,64.638,88.961,43.1551,5.7749,24.2728,76.6173,24.9504
SC-01-C-04,SC,01,SC-01,C,04,roy,3,,,,,,,,,2020-06-30,8.39,7.67,1.09,0.3072,9,2020-06-30,2020-06-30,2_ml_tube,liquid nitrogen,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-06-30,sc-01-c-04-400dpi.tmt,443.2031,14145,135,135,133,134,151.1838,1.1435,6446,0.4557,16.4707,0.2074,141.6941,118.0689,62.7881,96.2249,49.3972,3.7032,33.0767,83.6119,33.2833,406.0021,11434,119,121,130,134,157.3554,2.1487,5231,0.4575,14.4564,0.2017,130.3933,110.5335,75.0589,96.682,46.3393,4.2565,22.9212,79.4799,23.3131
SC-01-C-05,SC,01,SC-01,C,05,roy,3,,,,,,,,,2020-07-14,9.51,8.66,1.10,0.4,17,2020-07-14,2020-07-14,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-14,sc-01-c-05-400dpi.tmt,481.3158,16602,151,152,142,143,151.6985,2.1137,6854,0.4128,15.7144,0.1987,133.5247,110.547,59.0192,90.6069,46.5408,4.0869,31.3735,82.5781,31.6386,558.6295,17817,164,168,152,154,198.4637,3.4486,8089,0.454,16.3314,0.2012,116.6906,98.3409,64.9527,85.4609,41.3197,4.3657,21.4344,78.4878,21.8745
SC-01-C-06,SC,01,SC-01,C,06,roy,3,,,,,,,,,2020-07-24,9.19,8.47,1.09,0.3859,14,2020-07-24,2020-07-24,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-24,sc-01-c-06-400dpi.tmt,480.4457,16331,151,152,135,137,153.4712,2.335,6991,0.4281,16.3032,0.1933,133.7679,108.7035,62.1511,92.1904,46.0968,5.4828,29.2511,79.3837,29.7605,466.328,12905,131,134,134,137,180.5611,2.8011,5887,0.4562,14.1579,0.1985,126.2872,108.1313,78.9078,96.5646,45.3473,4.3684,19.2929,77.2418,19.7813
SC-01-C-07,SC,01,SC-01,C,07,roy,3,,,,,,,,,2020-07-24,10.24,9.66,1.06,0.5441,36,2020-07-24,2020-07-24,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-24,sc-01-c-07-400dpi.tmt,527.4579,20124,159,159,162,162,176.5357,0.9074,9095,0.4519,19.3125,0.2013,137.5312,110.8255,63.5949,94.6453,47.0881,6.0855,29.8517,78.4776,30.4657,557.9016,20660,169,169,156,157,183.2505,1.5497,9337,0.4519,18.6848,0.2012,110.1031,91.6357,63.1335,81.5294,38.7794,5.292,19.0017,74.4374,19.7248
SC-01-C-08,SC,01,SC-01,C,08,roy,3,,,,,,,,,2020-07-24,10.13,9.36,1.08,0.5296,30,2020-07-24,2020-07-24,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-24,sc-01-c-08-400dpi.tmt,526.9727,20028,161,162,156,156,169.1794,1.1176,8222,0.4105,17.35,0.1988,135.1232,108.3494,58.7561,91.2348,46.1231,6.0193,31.0791,79.0388,31.6567,477.4752,13972,116,121,162,163,181.3194,8.7528,6362,0.4553,15.0085,0.1983,127.8169,105.9964,69.5228,92.8664,44.7412,5.2347,23.7646,77.5778,24.3343
SC-01-C-09,SC,01,SC-01,C,09,roy,3,,,,,,,,,2020-07-24,10.51,9.61,1.09,0.5816,36,2020-07-24,2020-07-24,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-24,sc-01-c-09-400dpi.tmt,543.8011,21270,174,174,154,154,161.1509,2.0142,9049,0.4254,18.6189,0.2011,135.6051,108.5601,56.86,90.5699,46.199,5.9299,32.1612,79.5531,32.7033,477.2742,14495,125,134,151,153,168.8407,5.7931,6598,0.4552,15.5955,0.208,125.8905,107.3516,73.537,93.8711,45.0128,4.0294,21.8425,79.5479,22.211
SC-01-C-10,SC,01,SC-01,C,10,roy,3,,,,,,,,,2020-07-24,10.95,10.26,1.07,0.6705,46,2020-07-24,2020-07-24,2_ml_tube,placed in -80 freezer,ripe,remove_gh,grown in CNS greenhouse (gh) so remove from farm phenotype analysis,2020-07-24,sc-01-c-10-400dpi.tmt,572.4285,23754,178,178,169,169,183.2931,1.1372,10713,0.451,20.9819,0.1966,134.5741,104.8095,50.8066,87.2354,45.0472,7.1729,33.8553,78.0377,34.6069,475.3574,15377,134,138,151,159,167.1772,3.6083,6978,0.4538,16.508,0.1955,124.2562,103.6994,69.5273,91.1952,43.7333,5.045,22.3849,77.2992,22.9463
SC-19-A-01,SC,19,SC-19,A,01,roy,3,cycle_2017,2020-03-03,2020-05-04,2020-05-11,69,2020-07-22,141,72,2020-07-22,13.05,12.25,1.07,1.1662,48,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,sc-19-a-01-400dpi.tmt,689.6833,34116,199,200,213,213,227.3751,1.2934,12256,0.3592,19.4738,0.201,128.9219,101.6524,48.2046,83.3507,43.5688,6.2602,33.2892,79.3497,33.8727,738.0265,33807,206,209,204,204,232.4352,0.9035,15158,0.4484,23.1102,0.199,112.5012,86.1654,41.5846,72.5087,37.2938,7.7571,28.2789,74.6607,29.3235
SC-19-A-02,SC,19,SC-19,A,02,roy,3,cycle_2017,2020-03-03,2020-05-04,2020-05-11,69,2020-07-22,141,72,2020-07-22,11.54,10.75,1.07,0.7744,22,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,sc-19-a-02-400dpi_0001.tmt,604.0854,25626,192,194,165,167,185.8942,2.3895,10467,0.4085,19.2311,0.2073,128.058,94.1126,50.4045,83.9744,41.4881,10.4952,29.7148,70.5469,31.5137,709.2986,25947,188,189,169,170,224.268,3.1002,11681,0.4502,18.6125,0.1968,102.5441,73.3282,41.1448,67.6099,32.7784,10.9433,22.8485,64.4079,25.334
SC-19-A-03,SC,19,SC-19,A,03,roy,3,cycle_2017,2020-03-03,2020-05-04,2020-05-11,69,2020-07-22,141,72,2020-07-22,13.8,13,1.06,1.3481,45,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,sc-19-a-03-400dpi.tmt,711.8255,36187,219,220,208,208,243.6112,1.2225,12422,0.3433,18.9092,0.2009,130.4606,101.9703,58.1446,88.7519,43.9354,7.5816,28.7199,75.2122,29.7037,739.0559,34397,213,215,204,207,241.8003,1.7001,15440,0.4489,23.4971,0.2066,117.4188,88.8066,45.2796,76.5629,38.6986,8.6665,28.3112,72.9798,29.608
SC-19-A-04,SC,19,SC-19,A,04,roy,3,cycle_2017,2020-03-03,2020-05-04,2020-05-11,69,2020-07-22,141,72,2020-08-05,13.67,13.28,1.03,1.3273,40,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sc-19-a-04-400dpi.tmt,701.8255,35225,205,206,217,218,229.2264,1.1668,12098,0.3434,18.7832,0.2049,128.4177,95.5986,48.8229,83.4057,41.926,9.6817,31.0345,72.6739,32.5097,660.6711,28074,186,193,180,186,224.7261,2.7986,12609,0.4491,21.5648,0.1989,111.9848,79.007,34.8047,69.0757,35.4241,11.281,29.6414,69.164,31.7155
SC-19-A-05,SC,19,SC-19,A,05,roy,3,cycle_2017,2020-03-03,2020-05-04,2020-05-11,69,2020-07-22,141,72,2020-08-05,13.39,12.6,1.06,1.2208,41,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sc-19-a-05-400dpi.tmt,689.7838,34244,197,198,215,215,240.01,1.8328,11202,0.3271,17.5568,0.199,132.9036,97.8522,48.7082,85.4624,43.0186,10.3824,32.5515,72.3097,34.1672,655.9848,28019,177,178,198,200,223.7182,2.1556,12592,0.4494,21.5381,0.1989,112.1683,75.8533,42.2099,72.6475,34.6904,13.9173,25.1025,60.9953,28.7024
SC-19-B-01,SC,19,SC-19,B,01,roy,3,cycle_2017,2020-03-22,2020-05-15,2020-05-20,59,2020-07-20,120,61,2020-07-20,12.39,11.55,1.07,1.039,43,2020-07-20,2020-07-20,foil,liquid nitrogen,ripe,include,,2020-07-20,sc-19-b-01-400dpi.tmt,657.7838,30726,208,209,184,186,207.7095,2.372,12026,0.3914,20.1409,0.201,129.1323,97.0194,56.0234,87.1295,42.4746,9.7642,27.9809,70.7631,29.6356,693.8843,30215,204,206,185,189,224.9697,2.4019,13583,0.4495,21.9746,0.201,111.6113,78.7248,41.1796,71.9014,35.2856,11.7894,26.2418,65.8075,28.7685
SC-19-B-02,SC,19,SC-19,B,02,roy,3,cycle_2017,2020-03-22,2020-05-15,2020-05-20,59,2020-07-20,120,61,2020-07-20,12.56,11.61,1.08,0.9435,26,2020-07-20,2020-07-20,foil,liquid nitrogen,ripe,include,,2020-07-20,sc-19-b-02-400dpi.tmt,642.9554,29173,198,200,186,187,209.3018,1.2983,13123,0.4498,22.983,0.197,134.4148,104.9777,61.6372,92.2562,45.1921,7.8687,28.5434,74.5878,29.6082,666.0854,28691,202,206,175,178,210.4014,2.7978,12905,0.4498,21.8366,0.203,119.063,88.0686,43.7566,76.6204,38.6158,9.7628,29.0634,71.4321,30.6593
SC-19-B-03,SC,19,SC-19,B,03,roy,3,cycle_2017,2020-03-22,2020-05-15,2020-05-20,59,2020-07-20,120,61,2020-08-06,11.37,10.81,1.05,0.7593,12,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,sc-19-b-03-400dpi.tmt,587.7422,24772,176,178,179,179,188.1018,0.5861,10528,0.425,20.0612,0.2034,129.4057,101.5685,56.0224,87.2592,43.6662,7.1489,29.4851,76.3711,30.3394,562.529,22230,176,177,160,161,184.0144,2.02,10027,0.4511,20.0087,0.1989,116.2612,86.909,38.792,72.9662,38.0591,8.754,30.9302,74.1971,32.1451
SC-19-B-04,SC,19,SC-19,B,04,roy,3,cycle_2017,2020-03-22,2020-05-15,2020-05-20,59,2020-07-20,120,61,2020-08-06,13.01,12.46,1.04,1.1919,48,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,sc-19-b-04-400dpi.tmt,679.3818,33371,208,209,207,207,233.0166,1.0671,13034,0.3906,21.0777,0.1971,137.7841,102.8042,57.698,91.9886,44.9488,10.3232,30.4398,71.2663,32.1427,723.8843,32802,208,208,204,205,236.5818,0.7838,14707,0.4484,22.8455,0.1971,118.8116,88.9085,45.9799,77.5476,38.9126,9.3372,28.2288,71.6974,29.733
SC-19-B-05,SC,19,SC-19,B,05,roy,3,cycle_2017,2020-03-22,2020-05-15,2020-05-20,59,2020-07-20,120,61,2020-09-06,12.91,12.25,1.05,1.1148,29,2020-09-06,2020-09-06,foil,placed in -20 freezer,ripe,include,,2020-09-06,sc-19-b-05-400dpi.tmt,673.0975,32644,198,199,207,207,238.175,1.1096,13768,0.4218,22.771,0.197,128.7854,88.9833,47.5108,82.96,40.268,13.7243,29.7596,65.2423,32.7718,775.1392,30497,190,199,197,204,254.1434,1.279,13689,0.4489,19.8012,0.199,100.7748,67.9465,43.5366,67.9076,31.2031,13.567,19.6169,55.3323,23.8514
SC-19-C-01,SC,19,SC-19,C,01,roy,3,cycle_2017,2020-03-22,2020-05-15,2020-05-20,59,2020-07-22,122,63,2020-07-23,13.69,13.06,1.05,1.2597,30,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,sc-19-c-01-400dpi_0001.tmt,691.8255,33977,218,220,195,197,236.7011,1.9297,13795,0.406,22.1259,0.1972,132.2256,99.2851,54.0827,87.6705,43.3954,9.6377,30.18,72.2896,31.6815,735.725,30702,203,207,189,192,218.8986,1.4698,13792,0.4492,21.0944,0.2069,108.2843,77.6033,41.2923,70.3885,34.5987,10.9073,25.3358,66.7077,27.5839
